season,date,home_team,away_team,home_score,away_score,result_code,source,odds_home_pinnacle,odds_draw_pinnacle,odds_away_pinnacle,odds_home_max,odds_draw_max,odds_away_max,odds_home_avg,odds_draw_avg,odds_away_avg,imp_home_pinnacle,imp_draw_pinnacle,imp_away_pinnacle,overround_pinnacle,imp_home_max,imp_draw_max,imp_away_max,overround_max,imp_home_avg,imp_draw_avg,imp_away_avg,overround_avg
2012/2013,2012-09-17,Atlante,Tijuana,1,2,-1,football-data,2.17,3.36,3.75,2.29,3.4,3.75,2.16,3.17,3.25,0.4608294930875576,0.2976190476190476,0.26666666666666666,0.025115207373271886,0.4366812227074236,0.29411764705882354,0.26666666666666666,-0.002534463567086309,0.4629629629629629,0.31545741324921134,0.3076923076923077,0.0861126839044819
2012/2013,2012-09-22,Cruz Azul,America,1,1,0,football-data,2.46,3.44,3.05,2.5,3.44,3.05,2.34,3.2,2.9,0.4065040650406504,0.29069767441860467,0.3278688524590164,0.025070591918271656,0.4,0.29069767441860467,0.3278688524590164,0.018566526877620948,0.4273504273504274,0.3125,0.3448275862068966,0.08467801355732396
2012/2013,2012-09-22,Morelia,Tigres UANL,1,1,0,football-data,2.4,3.31,3.26,3.07,3.45,3.26,2.63,3.15,2.63,0.4166666666666667,0.3021148036253776,0.3067484662576687,0.025529936549713028,0.32573289902280134,0.2898550724637681,0.3067484662576687,-0.07766356225576176,0.3802281368821293,0.31746031746031744,0.3802281368821293,0.07791659122457606
2012/2013,2012-09-22,Puebla,Leon,1,1,0,football-data,3.67,3.5,2.14,4.2,3.7,2.2,3.55,3.3,2.0,0.2724795640326976,0.2857142857142857,0.4672897196261682,0.025483569373151438,0.23809523809523808,0.27027027027027023,0.45454545454545453,-0.0370890370890371,0.28169014084507044,0.30303030303030304,0.5,0.08472044387537347
2012/2013,2012-09-23,Atl. San Luis,Pachuca,1,0,1,football-data,2.74,3.26,2.83,2.75,3.3,2.83,2.6,3.13,2.62,0.36496350364963503,0.3067484662576687,0.35335689045936397,0.025068860366667778,0.36363636363636365,0.30303030303030304,0.35335689045936397,0.020023557126030767,0.3846153846153846,0.3194888178913738,0.38167938931297707,0.08578359181973538
2012/2013,2012-09-23,Guadalajara,Pumas UNAM,0,0,0,football-data,2.45,3.2,3.28,2.5,3.3,3.3,2.36,3.03,3.03,0.4081632653061224,0.3125,0.3048780487804878,0.02554131408661031,0.4,0.30303030303030304,0.30303030303030304,0.0060606060606061,0.42372881355932207,0.33003300330033003,0.33003300330033003,0.08379482015998208
2012/2013,2012-09-23,Monterrey,Queretaro,3,2,1,football-data,1.38,5.22,9.0,1.38,5.22,12.0,1.34,4.58,8.52,0.7246376811594204,0.19157088122605365,0.1111111111111111,0.02731967349658526,0.7246376811594204,0.19157088122605365,0.08333333333333333,-0.00045810428119252844,0.7462686567164178,0.2183406113537118,0.11737089201877934,0.08198016008890896
2012/2013,2012-09-23,Santos Laguna,Chiapas,0,0,0,football-data,2.0,3.79,3.79,2.02,3.79,4.75,1.83,3.54,3.94,0.5,0.2638522427440633,0.2638522427440633,0.02770448548812654,0.49504950495049505,0.2638522427440633,0.21052631578947367,-0.030571936515968012,0.5464480874316939,0.2824858757062147,0.25380710659898476,0.08274106973689355
2012/2013,2012-09-23,Tijuana,Atlas,1,1,0,football-data,1.81,3.72,4.91,1.9,3.8,5.09,1.81,3.41,4.25,0.5524861878453039,0.26881720430107525,0.20366598778004072,0.0249693799264199,0.5263157894736842,0.2631578947368421,0.19646365422396858,-0.014062661565505064,0.5524861878453039,0.29325513196480935,0.23529411764705882,0.08103543745717201
2012/2013,2012-09-23,Toluca,Atlante,1,0,1,football-data,1.93,3.58,4.41,1.95,3.58,4.55,1.87,3.37,3.99,0.5181347150259068,0.27932960893854747,0.22675736961451246,0.024221693578966752,0.5128205128205129,0.27932960893854747,0.21978021978021978,0.011930341539279965,0.53475935828877,0.29673590504451036,0.2506265664160401,0.08212182974932047
2012/2013,2012-09-29,America,Morelia,1,1,0,football-data,2.27,3.45,3.4,2.27,3.51,4.0,2.06,3.25,3.46,0.44052863436123346,0.2898550724637681,0.29411764705882354,0.02450135388382524,0.44052863436123346,0.2849002849002849,0.25,-0.024571080738481577,0.4854368932038835,0.3076923076923077,0.28901734104046245,0.0821465419366536
2012/2013,2012-09-29,Chiapas,Cruz Azul,1,0,1,football-data,3.31,3.42,2.31,3.31,3.42,2.54,2.87,3.14,2.38,0.3021148036253776,0.29239766081871343,0.4329004329004329,0.027412897344524012,0.3021148036253776,0.29239766081871343,0.39370078740157477,-0.011786748154334115,0.3484320557491289,0.3184713375796178,0.42016806722689076,0.08707146055563753
2012/2013,2012-09-29,Leon,Monterrey,2,0,1,football-data,1.96,3.63,4.17,2.15,3.63,4.34,2.03,3.27,3.54,0.5102040816326531,0.27548209366391185,0.23980815347721823,0.025494328773783215,0.46511627906976744,0.27548209366391185,0.2304147465437788,-0.028986880722541852,0.4926108374384237,0.3058103975535168,0.2824858757062147,0.08090711069815515
2012/2013,2012-09-29,Queretaro,Tijuana,0,1,-1,football-data,3.2,3.32,2.43,3.7,3.35,2.43,3.27,3.11,2.2,0.3125,0.30120481927710846,0.4115226337448559,0.025227453021964275,0.27027027027027023,0.29850746268656714,0.4115226337448559,-0.019699633298306818,0.3058103975535168,0.3215434083601286,0.45454545454545453,0.08189926045910001
2012/2013,2012-09-30,Atlas,Toluca,1,3,-1,football-data,2.91,3.22,2.7,2.91,3.3,2.8,2.64,3.08,2.61,0.3436426116838488,0.3105590062111801,0.37037037037037035,0.02457198826539919,0.3436426116838488,0.30303030303030304,0.35714285714285715,0.003815771857009098,0.3787878787878788,0.3246753246753247,0.3831417624521073,0.08660496591531075
2012/2013,2012-09-30,Pachuca,Guadalajara,1,0,1,football-data,2.22,3.29,3.66,2.31,3.3,3.66,2.21,3.12,3.21,0.4504504504504504,0.303951367781155,0.27322404371584696,0.027625861947452535,0.4329004329004329,0.30303030303030304,0.27322404371584696,0.009154779646582956,0.45248868778280543,0.3205128205128205,0.3115264797507788,0.08452798804640471
2012/2013,2012-09-30,Pumas UNAM,Puebla,2,1,1,football-data,1.85,3.68,4.62,1.91,3.68,4.65,1.83,3.35,4.21,0.5405405405405405,0.2717391304347826,0.21645021645021645,0.028729887425539502,0.5235602094240838,0.2717391304347826,0.2150537634408602,0.010353103299726607,0.5464480874316939,0.29850746268656714,0.23752969121140144,0.08248524132966262
2012/2013,2012-09-30,Tigres UANL,Atl. San Luis,0,0,0,football-data,1.52,4.21,7.64,1.54,4.3,8.19,1.48,3.83,6.76,0.6578947368421053,0.23752969121140144,0.13089005235602094,0.026314480409527663,0.6493506493506493,0.23255813953488372,0.12210012210012211,0.004008910985655145,0.6756756756756757,0.2610966057441253,0.14792899408284024,0.08470127550264128
2012/2013,2012-10-01,Atlante,Santos Laguna,1,3,-1,football-data,2.63,3.62,2.71,2.77,3.7,2.8,2.5,3.22,2.67,0.3802281368821293,0.27624309392265195,0.36900369003690037,0.02547492084168157,0.36101083032490977,0.27027027027027023,0.35714285714285715,-0.011576042261962849,0.4,0.3105590062111801,0.37453183520599254,0.08509084141717271
2012/2013,2012-10-03,Atl. San Luis,America,1,2,-1,football-data,3.83,3.47,2.11,3.83,3.5,2.4,3.19,3.26,2.18,0.2610966057441253,0.2881844380403458,0.47393364928909953,0.023214693073570603,0.2610966057441253,0.2857142857142857,0.4166666666666667,-0.03652244187492237,0.31347962382445144,0.3067484662576687,0.4587155963302752,0.07894368641239535
2012/2013,2012-10-03,Guadalajara,Tigres UANL,2,1,1,football-data,3.15,3.28,2.48,3.3,3.35,2.6,2.92,3.1,2.4,0.31746031746031744,0.3048780487804878,0.40322580645161293,0.025564172692418285,0.30303030303030304,0.29850746268656714,0.3846153846153846,-0.013846849667745298,0.3424657534246575,0.3225806451612903,0.4166666666666667,0.08171306525261457
2012/2013,2012-10-04,Cruz Azul,Atlante,4,0,1,football-data,1.7,3.75,5.82,1.77,3.75,5.82,1.67,3.55,4.95,0.5882352941176471,0.26666666666666666,0.1718213058419244,0.02672326662623825,0.5649717514124294,0.26666666666666666,0.1718213058419244,0.0034597239210205633,0.5988023952095809,0.28169014084507044,0.20202020202020202,0.08251273807485338
2012/2013,2012-10-04,Leon,Pumas UNAM,2,1,1,football-data,1.61,3.98,6.53,1.7,4.0,6.53,1.64,3.67,5.06,0.6211180124223602,0.25125628140703515,0.15313935681470137,0.02551365064409672,0.5882352941176471,0.25,0.15313935681470137,-0.008625349067651555,0.6097560975609756,0.2724795640326976,0.19762845849802374,0.07986412009169697
2012/2013,2012-10-04,Monterrey,Tijuana,1,1,0,football-data,2.0,3.44,4.21,2.04,3.6,4.33,1.89,3.34,3.95,0.5,0.29069767441860467,0.23752969121140144,0.02822736563000605,0.49019607843137253,0.2777777777777778,0.23094688221709006,-0.0010792615737597044,0.5291005291005292,0.29940119760479045,0.2531645569620253,0.08166628366734496
2012/2013,2012-10-04,Puebla,Pachuca,2,0,1,football-data,3.14,3.24,2.5,3.14,3.3,2.6,2.8,3.15,2.43,0.3184713375796178,0.30864197530864196,0.4,0.02711331288825969,0.3184713375796178,0.30303030303030304,0.3846153846153846,0.00611702522530555,0.35714285714285715,0.31746031746031744,0.4115226337448559,0.08612580834803052
2012/2013,2012-10-04,Santos Laguna,Atlas,2,1,1,football-data,1.9,3.63,4.49,1.95,3.63,4.84,1.8,3.45,4.24,0.5263157894736842,0.27548209366391185,0.22271714922048996,0.024515032358086053,0.5128205128205129,0.27548209366391185,0.2066115702479339,-0.005085823267641398,0.5555555555555556,0.2898550724637681,0.23584905660377356,0.0812596846230973
2012/2013,2012-10-04,Toluca,Queretaro,4,1,1,football-data,1.4,4.84,9.4,1.4,5.5,11.0,1.37,4.47,7.96,0.7142857142857143,0.2066115702479339,0.10638297872340426,0.02728026325705235,0.7142857142857143,0.18181818181818182,0.09090909090909091,-0.012987012987012991,0.7299270072992701,0.2237136465324385,0.12562814070351758,0.07926879453522617
2012/2013,2012-10-05,Morelia,Chiapas,1,1,0,football-data,1.82,3.77,4.75,2.0,3.77,5.3,1.81,3.46,4.16,0.5494505494505494,0.26525198938992045,0.21052631578947367,0.02522885462994351,0.5,0.26525198938992045,0.18867924528301888,-0.04606876532706061,0.5524861878453039,0.28901734104046245,0.24038461538461536,0.08188814427038182
2012/2013,2012-10-06,America,Guadalajara,1,3,-1,football-data,1.87,3.57,4.72,1.96,3.6,4.72,1.87,3.37,3.95,0.53475935828877,0.2801120448179272,0.21186440677966104,0.026735809886358153,0.5102040816326531,0.2777777777777778,0.21186440677966104,-0.0001537338099081298,0.53475935828877,0.29673590504451036,0.2531645569620253,0.08465982029530572
2012/2013,2012-10-07,Atlas,Cruz Azul,1,1,0,football-data,3.56,3.33,2.25,3.56,3.33,2.75,3.04,3.13,2.3,0.2808988764044944,0.3003003003003003,0.4444444444444444,0.025643621149239237,0.2808988764044944,0.3003003003003003,0.36363636363636365,-0.05516445965884165,0.32894736842105265,0.3194888178913738,0.4347826086956522,0.0832187950080785
2012/2013,2012-10-07,Chiapas,Atl. San Luis,4,0,1,football-data,1.97,3.65,4.09,2.02,3.65,4.15,1.95,3.38,3.65,0.5076142131979695,0.273972602739726,0.24449877750611249,0.02608559344380801,0.49504950495049505,0.273972602739726,0.24096385542168672,0.009985963111907692,0.5128205128205129,0.2958579881656805,0.273972602739726,0.08265110372591944
2012/2013,2012-10-07,Pachuca,Leon,1,1,0,football-data,2.75,3.4,2.72,2.75,3.5,2.75,2.56,3.2,2.6,0.36363636363636365,0.29411764705882354,0.3676470588235294,0.025401069518716568,0.36363636363636365,0.2857142857142857,0.36363636363636365,0.012987012987013102,0.390625,0.3125,0.3846153846153846,0.08774038461538458
2012/2013,2012-10-07,Pumas UNAM,Monterrey,3,2,1,football-data,2.33,3.27,3.42,2.4,3.35,3.42,2.3,3.14,2.99,0.4291845493562232,0.3058103975535168,0.29239766081871343,0.027392607728453422,0.4166666666666667,0.29850746268656714,0.29239766081871343,0.007571790171947423,0.4347826086956522,0.3184713375796178,0.33444816053511706,0.08770210681038715
2012/2013,2012-10-07,Queretaro,Santos Laguna,1,1,0,football-data,3.89,3.59,2.04,4.59,3.7,2.04,3.6,3.34,1.96,0.2570694087403599,0.2785515320334262,0.49019607843137253,0.025817019205158553,0.2178649237472767,0.27027027027027023,0.49019607843137253,-0.021668727551080513,0.2777777777777778,0.29940119760479045,0.5102040816326531,0.08738305701522142
2012/2013,2012-10-07,Tigres UANL,Puebla,1,2,-1,football-data,1.47,4.65,7.83,1.55,4.65,7.9,1.48,3.94,6.41,0.6802721088435374,0.2150537634408602,0.1277139208173691,0.023039793101766737,0.6451612903225806,0.2150537634408602,0.12658227848101264,-0.013202667755546571,0.6756756756756757,0.25380710659898476,0.15600624024961,0.08548902252427037
2012/2013,2012-10-08,Atlante,Morelia,2,2,0,football-data,3.3,3.28,2.41,3.3,3.4,2.41,3.04,3.16,2.27,0.30303030303030304,0.3048780487804878,0.41493775933609955,0.02284611114689028,0.30303030303030304,0.29411764705882354,0.41493775933609955,0.012085709425226021,0.32894736842105265,0.3164556962025316,0.44052863436123346,0.08593169898481756
2012/2013,2012-10-08,Tijuana,Toluca,1,0,1,football-data,2.29,3.4,3.39,2.35,3.45,3.6,2.23,3.23,3.08,0.4366812227074236,0.29411764705882354,0.2949852507374631,0.02578412050371015,0.425531914893617,0.2898550724637681,0.2777777777777778,-0.006835234864837059,0.4484304932735426,0.30959752321981426,0.3246753246753247,0.0827033411686815
2012/2013,2012-10-13,Cruz Azul,Queretaro,3,2,1,football-data,1.34,5.08,10.42,1.4,5.5,11.0,1.33,4.64,8.74,0.7462686567164178,0.19685039370078738,0.09596928982725528,0.03908834024446062,0.7142857142857143,0.18181818181818182,0.09090909090909091,-0.012987012987012991,0.7518796992481203,0.21551724137931036,0.11441647597254004,0.08181341659997066
2012/2013,2012-10-14,Atl. San Luis,Atlante,2,2,0,football-data,2.7,3.27,2.86,2.71,3.35,2.94,2.51,3.13,2.73,0.37037037037037035,0.3058103975535168,0.3496503496503497,0.02583111757423673,0.36900369003690037,0.29850746268656714,0.3401360544217687,0.007647207145236257,0.39840637450199207,0.3194888178913738,0.3663003663003663,0.08419555869373219
2012/2013,2012-10-14,Guadalajara,Chiapas,1,1,0,football-data,2.17,3.41,3.67,2.19,3.41,3.9,2.03,3.25,3.51,0.4608294930875576,0.29325513196480935,0.2724795640326976,0.026564189085064527,0.4566210045662101,0.29325513196480935,0.25641025641025644,0.0062863929412757535,0.4926108374384237,0.3076923076923077,0.2849002849002849,0.08520343003101627
2012/2013,2012-10-14,Leon,Tigres UANL,2,0,1,football-data,1.78,3.73,5.11,1.81,3.8,5.6,1.73,3.48,4.57,0.5617977528089888,0.2680965147453083,0.19569471624266144,0.02558898379695851,0.5524861878453039,0.2631578947368421,0.17857142857142858,-0.005784488846425351,0.5780346820809249,0.28735632183908044,0.2188183807439825,0.08420938466398775
2012/2013,2012-10-14,Pumas UNAM,Pachuca,1,0,1,football-data,1.99,3.48,4.3,2.02,3.5,4.5,1.92,3.3,3.86,0.5025125628140703,0.28735632183908044,0.23255813953488372,0.02242702418803444,0.49504950495049505,0.2857142857142857,0.2222222222222222,0.0029860128870029534,0.5208333333333334,0.30303030303030304,0.2590673575129534,0.08293099387658986
2012/2013,2012-10-14,Santos Laguna,Tijuana,2,2,0,football-data,2.47,3.48,3.0,2.47,3.5,3.35,2.25,3.26,3.04,0.4048582995951417,0.28735632183908044,0.3333333333333333,0.025547954767555447,0.4048582995951417,0.2857142857142857,0.29850746268656714,-0.010919952004005529,0.4444444444444444,0.3067484662576687,0.32894736842105265,0.08014027912316579
2012/2013,2012-10-20,America,Leon,2,1,1,football-data,2.5,3.57,2.88,2.5,3.6,2.96,2.42,3.22,2.77,0.4,0.2801120448179272,0.3472222222222222,0.027334267040149296,0.4,0.2777777777777778,0.33783783783783783,0.015615615615615752,0.4132231404958678,0.3105590062111801,0.36101083032490977,0.08479297703195776
2012/2013,2012-10-20,Chiapas,Puebla,2,0,1,football-data,1.71,3.87,5.3,1.8,3.87,5.5,1.71,3.55,4.57,0.5847953216374269,0.25839793281653745,0.18867924528301888,0.03187249973698325,0.5555555555555556,0.25839793281653745,0.18181818181818182,-0.0042283298097252064,0.5847953216374269,0.28169014084507044,0.2188183807439825,0.08530384322647988
2012/2013,2012-10-20,Queretaro,Morelia,1,2,-1,football-data,4.55,3.87,1.83,4.75,3.95,1.83,4.27,3.57,1.76,0.21978021978021978,0.25839793281653745,0.5464480874316939,0.024626240028451152,0.21052631578947367,0.2531645569620253,0.5464480874316939,0.010138960183192935,0.234192037470726,0.2801120448179272,0.5681818181818182,0.08248590047047144
2012/2013,2012-10-20,Tijuana,Cruz Azul,2,2,0,football-data,2.33,3.1,3.64,2.41,3.3,3.64,2.22,3.13,3.21,0.4291845493562232,0.3225806451612903,0.2747252747252747,0.026490469242788084,0.41493775933609955,0.30303030303030304,0.2747252747252747,-0.007306662908322714,0.4504504504504504,0.3194888178913738,0.3115264797507788,0.0814657480926031
2012/2013,2012-10-21,Atlas,Atl. San Luis,2,3,-1,football-data,1.98,3.46,4.32,2.04,3.5,4.32,1.96,3.27,3.73,0.5050505050505051,0.28901734104046245,0.23148148148148145,0.025549327572448988,0.49019607843137253,0.2857142857142857,0.23148148148148145,0.0073918456271395705,0.5102040816326531,0.3058103975535168,0.2680965147453083,0.08411099393147814
2012/2013,2012-10-21,Pachuca,Monterrey,1,1,0,football-data,2.56,3.3,3.0,2.58,3.4,3.0,2.46,3.09,2.81,0.390625,0.30303030303030304,0.3333333333333333,0.026988636363636243,0.38759689922480617,0.29411764705882354,0.3333333333333333,0.015047879616963078,0.4065040650406504,0.3236245954692557,0.35587188612099646,0.08600054663090262
2012/2013,2012-10-21,Tigres UANL,Pumas UNAM,5,0,1,football-data,1.98,3.37,4.47,2.0,3.6,4.48,1.9,3.3,3.94,0.5050505050505051,0.29673590504451036,0.2237136465324385,0.025500056627453915,0.5,0.2777777777777778,0.2232142857142857,0.0009920634920634885,0.5263157894736842,0.30303030303030304,0.25380710659898476,0.08315319910297214
2012/2013,2012-10-21,Toluca,Santos Laguna,4,1,1,football-data,2.06,3.67,3.71,2.11,3.67,3.77,1.99,3.39,3.5,0.4854368932038835,0.2724795640326976,0.2695417789757412,0.02745823621232235,0.47393364928909953,0.2724795640326976,0.26525198938992045,0.011665202711717448,0.5025125628140703,0.2949852507374631,0.2857142857142857,0.08321209926581918
2012/2013,2012-10-22,Atlante,Guadalajara,3,1,1,football-data,2.5,3.3,3.1,2.7,3.3,3.1,2.49,3.09,2.77,0.4,0.30303030303030304,0.3225806451612903,0.025610948191593375,0.37037037037037035,0.30303030303030304,0.3225806451612903,-0.004018681438036298,0.4016064257028112,0.3236245954692557,0.36101083032490977,0.08624185149697672
2012/2013,2012-10-24,Morelia,Atlas,2,0,1,football-data,1.71,3.77,5.72,1.71,4.09,7.0,1.58,3.7,5.63,0.5847953216374269,0.26525198938992045,0.17482517482517484,0.02487248585252222,0.5847953216374269,0.24449877750611249,0.14285714285714285,-0.027848757999317852,0.6329113924050632,0.27027027027027023,0.17761989342806395,0.08080155610339745
2012/2013,2012-10-26,Puebla,America,0,1,-1,football-data,4.76,3.84,1.8,4.76,3.84,2.1,3.92,3.53,1.85,0.21008403361344538,0.2604166666666667,0.5555555555555556,0.02605625583566762,0.21008403361344538,0.2604166666666667,0.47619047619047616,-0.0533088235294118,0.25510204081632654,0.28328611898017,0.5405405405405405,0.07892870033703714
2012/2013,2012-10-27,Atl. San Luis,Queretaro,0,0,0,football-data,1.77,3.92,4.84,1.8,4.01,5.7,1.67,3.6,4.87,0.5649717514124294,0.25510204081632654,0.2066115702479339,0.026685362476689845,0.5555555555555556,0.24937655860349128,0.17543859649122806,-0.019629289349725076,0.5988023952095809,0.2777777777777778,0.2053388090349076,0.08191898202226633
2012/2013,2012-10-27,Cruz Azul,Toluca,3,0,1,football-data,2.34,3.47,3.23,2.34,3.47,3.5,2.16,3.25,3.21,0.4273504273504274,0.2881844380403458,0.30959752321981426,0.02513238861058742,0.4273504273504274,0.2881844380403458,0.2857142857142857,0.0012491511050587434,0.4629629629629629,0.3076923076923077,0.3115264797507788,0.08218175040604936
2012/2013,2012-10-27,Leon,Chiapas,4,1,1,football-data,1.74,3.99,4.98,1.77,4.15,5.2,1.68,3.65,4.73,0.5747126436781609,0.2506265664160401,0.2008032128514056,0.026142422945606647,0.5649717514124294,0.24096385542168672,0.1923076923076923,-0.0017567008581915733,0.5952380952380952,0.273972602739726,0.2114164904862579,0.08062718846407924
2012/2013,2012-10-28,Guadalajara,Atlas,2,0,1,football-data,2.15,3.34,3.83,2.19,3.34,4.2,1.97,3.21,3.74,0.46511627906976744,0.29940119760479045,0.2610966057441253,0.025614082418683237,0.4566210045662101,0.29940119760479045,0.23809523809523808,-0.005882559733761283,0.5076142131979695,0.3115264797507788,0.267379679144385,0.08652037209313335
2012/2013,2012-10-28,Monterrey,Santos Laguna,3,2,1,football-data,1.91,3.72,4.26,2.4,4.15,8.38,1.86,3.44,4.06,0.5235602094240838,0.26881720430107525,0.2347417840375587,0.02711919776271765,0.4166666666666667,0.24096385542168672,0.11933174224343675,-0.22303773566820984,0.5376344086021505,0.29069767441860467,0.24630541871921185,0.07463750173996697
2012/2013,2012-10-28,Morelia,Tijuana,1,1,0,football-data,2.04,3.62,3.86,2.15,3.7,4.0,2.03,3.29,3.46,0.49019607843137253,0.27624309392265195,0.2590673575129534,0.02550652986697788,0.46511627906976744,0.27027027027027023,0.25,-0.014613450659962335,0.4926108374384237,0.303951367781155,0.28901734104046245,0.08557954626004105
2012/2013,2012-10-28,Pachuca,Tigres UANL,1,0,1,football-data,3.03,3.2,2.61,3.5,3.5,2.8,2.83,3.04,2.52,0.33003300330033003,0.3125,0.3831417624521073,0.025674765752437434,0.2857142857142857,0.2857142857142857,0.35714285714285715,-0.0714285714285714,0.35335689045936397,0.32894736842105265,0.3968253968253968,0.07912965570581343
2012/2013,2012-10-28,Puebla,Atlante,1,2,-1,football-data,2.78,3.24,2.81,2.89,3.3,2.95,2.55,3.11,2.71,0.3597122302158274,0.30864197530864196,0.35587188612099646,0.02422609164546574,0.3460207612456747,0.30303030303030304,0.3389830508474576,-0.011965884876564692,0.3921568627450981,0.3215434083601286,0.36900369003690037,0.08270396114212719
2012/2013,2012-10-28,Pumas UNAM,America,0,1,-1,football-data,3.06,3.28,2.54,3.06,3.3,2.85,2.73,3.11,2.53,0.32679738562091504,0.3048780487804878,0.39370078740157477,0.025376221802977605,0.32679738562091504,0.30303030303030304,0.3508771929824561,-0.019295118366325803,0.3663003663003663,0.3215434083601286,0.3952569169960475,0.08310069165654221
